TF	Gene	rank
FBgn0005659	FBgn0042205	775
FBgn0015602	FBgn0000289	776
FBgn0020912	FBgn0035993	777
FBgn0029824	FBgn0037621	778
FBgn0026160	FBgn0001185	779
FBgn0033010	FBgn0036395	780
FBgn0285879	FBgn0033782	781
FBgn0003396	FBgn0016076	782
FBgn0259938	FBgn0023215	783
FBgn0011274	FBgn0034534	784
FBgn0001180	FBgn0263102	785
FBgn0030432	FBgn0039712	786
FBgn0015371	FBgn0032979	787
FBgn0029504	FBgn0037634	788
FBgn0003651	FBgn0085424	789
FBgn0026869	FBgn0262160	790
FBgn0003053	FBgn0014343	791
FBgn0278608	FBgn0040372	792
FBgn0011655	FBgn0265523	793
FBgn0002609	FBgn0037922	794
FBgn0262160	FBgn0040918	795
FBgn0003963	FBgn0035769	796
FBgn0278608	FBgn0003345	797
FBgn0020912	FBgn0015240	798
FBgn0259789	FBgn0040465	799
FBgn0030432	FBgn0019650	800
FBgn0032587	FBgn0000412	801
FBgn0028996	FBgn0003866	802
FBgn0259789	FBgn0036661	803
FBgn0003963	FBgn0265574	804
FBgn0278608	FBgn0010328	805
FBgn0026160	FBgn0039602	806
FBgn0004198	FBgn0025525	807
FBgn0004914	FBgn0037877	808
FBgn0020912	FBgn0030003	809
FBgn0011655	FBgn0010825	810
FBgn0011655	FBgn0036134	811
FBgn0003460	FBgn0038768	812
FBgn0052264	FBgn0029867	813
FBgn0020912	FBgn0031573	814
FBgn0025525	FBgn0000504	815
FBgn0042696	FBgn0005612	816
FBgn0004859	FBgn0033762	817
FBgn0025525	FBgn0015239	818
FBgn0013263	FBgn0030659	819
FBgn0004198	FBgn0034114	820
FBgn0015903	FBgn0031610	821
FBgn0013263	FBgn0014343	822
FBgn0011236	FBgn0259938	823
FBgn0015602	FBgn0260789	824
FBgn0085450	FBgn0285879	825
FBgn0015602	FBgn0010355	826
FBgn0011656	FBgn0000546	827
FBgn0259789	FBgn0032295	828
FBgn0029504	FBgn0031391	829
FBgn0004198	FBgn0003507	830
FBgn0029824	FBgn0001297	831
FBgn0043364	FBgn0004859	832
FBgn0086655	FBgn0001978	833
FBgn0037717	FBgn0043001	834
FBgn0278608	FBgn0086655	835
FBgn0267792	FBgn0034961	836
FBgn0052296	FBgn0000611	837
FBgn0002609	FBgn0036126	838
FBgn0285879	FBgn0024321	839
FBgn0267033	FBgn0266411	840
FBgn0033010	FBgn0032130	841
FBgn0259789	FBgn0015602	842
FBgn0001297	FBgn0014018	843
FBgn0013263	FBgn0026160	844
FBgn0027503	FBgn0014931	845
FBgn0015602	FBgn0000611	846
FBgn0285879	FBgn0030432	847
FBgn0020912	FBgn0004050	848
FBgn0002609	FBgn0023094	849
FBgn0011655	FBgn0259789	850
FBgn0033010	FBgn0037923	851
FBgn0261239	FBgn0043457	852
FBgn0261239	FBgn0037446	853
FBgn0028996	FBgn0019650	854
FBgn0003963	FBgn0037923	855
FBgn0052772	FBgn0039329	856
FBgn0085450	FBgn0263240	857
FBgn0278608	FBgn0263108	858
FBgn0019650	FBgn0030003	859
FBgn0003866	FBgn0004396	860
FBgn0015602	FBgn0013263	861
FBgn0015602	FBgn0000307	862
FBgn0028550	FBgn0260243	863
FBgn0000575	FBgn0016076	864
FBgn0001180	FBgn0015903	865
FBgn0020912	FBgn0038551	866
FBgn0086680	FBgn0261963	867
FBgn0011656	FBgn0026869	868
FBgn0016076	FBgn0042696	869
FBgn0033010	FBgn0034114	870
FBgn0015371	FBgn0031759	871
FBgn0020912	FBgn0036395	872
FBgn0011656	FBgn0020309	873
FBgn0002914	FBgn0010300	874
FBgn0013469	FBgn0024244	875
FBgn0259234	FBgn0022699	876
FBgn0026869	FBgn0270924	877
FBgn0011656	FBgn0025800	878
FBgn0026160	FBgn0004198	879
FBgn0028996	FBgn0004198	880
FBgn0004914	FBgn0038805	881
FBgn0085405	FBgn0030432	882
FBgn0005659	FBgn0026533	883
FBgn0015371	FBgn0000370	884
FBgn0259789	FBgn0033569	885
FBgn0032587	FBgn0030316	886
FBgn0052772	FBgn0011648	887
FBgn0001180	FBgn0001994	888
FBgn0259176	FBgn0039509	889
FBgn0011655	FBgn0026575	890
FBgn0259789	FBgn0026533	891
FBgn0263112	FBgn0085451	892
FBgn0013263	FBgn0002781	893
FBgn0011655	FBgn0010355	894
FBgn0086655	FBgn0003512	895
FBgn0278608	FBgn0038244	896
FBgn0278608	FBgn0011763	897
FBgn0000504	FBgn0028895	898
FBgn0000504	FBgn0032130	899
FBgn0000575	FBgn0043364	900
FBgn0260632	FBgn0029504	901
FBgn0278608	FBgn0266916	902
FBgn0036152	FBgn0000504	903
FBgn0023215	FBgn0013753	904
FBgn0004893	FBgn0035238	905
FBgn0013263	FBgn0086680	906
FBgn0267033	FBgn0035238	907
FBgn0025525	FBgn0004914	908
FBgn0259789	FBgn0003567	909
FBgn0027503	FBgn0036124	910
FBgn0029504	FBgn0039355	911
FBgn0260243	FBgn0029905	912
FBgn0036152	FBgn0030710	913
FBgn0028550	FBgn0260632	914
FBgn0033569	FBgn0010278	915
FBgn0011656	FBgn0027339	916
FBgn0039209	FBgn0015664	917
FBgn0263112	FBgn0015371	918
FBgn0015602	FBgn0029867	919
FBgn0028550	FBgn0035690	920
FBgn0260243	FBgn0260789	921
FBgn0032587	FBgn0038551	922
FBgn0026869	FBgn0085450	923
FBgn0004893	FBgn0013469	924
FBgn0011655	FBgn0034570	925
FBgn0015903	FBgn0262636	926
FBgn0023094	FBgn0033581	927
FBgn0015602	FBgn0040929	928
FBgn0003866	FBgn0034878	929
FBgn0262937	FBgn0016076	930
FBgn0030432	FBgn0038549	931
FBgn0002609	FBgn0000567	932
FBgn0005659	FBgn0033185	933
FBgn0267033	FBgn0031232	934
FBgn0261239	FBgn0037120	935
FBgn0260243	FBgn0039227	936
FBgn0020912	FBgn0043796	937
FBgn0010768	FBgn0035407	938
FBgn0284249	FBgn0259211	939
FBgn0038244	FBgn0031573	940
FBgn0284249	FBgn0026160	941
FBgn0027339	FBgn0030003	942
FBgn0025525	FBgn0005612	943
FBgn0000964	FBgn0038768	944
FBgn0001180	FBgn0259789	945
FBgn0002733	FBgn0262636	946
FBgn0284249	FBgn0003651	947
FBgn0015903	FBgn0035690	948
FBgn0259176	FBgn0038128	949
FBgn0033010	FBgn0017578	950
FBgn0033010	FBgn0043457	951
FBgn0015602	FBgn0039712	952
FBgn0028550	FBgn0051441	953
FBgn0259938	FBgn0265784	954
FBgn0278608	FBgn0000289	955
FBgn0028550	FBgn0031759	956
FBgn0015371	FBgn0025874	957
FBgn0011655	FBgn0030680	958
FBgn0003460	FBgn0030673	959
FBgn0004893	FBgn0034945	960
FBgn0028550	FBgn0037617	961
FBgn0037923	FBgn0037722	962
FBgn0285879	FBgn0000459	963
FBgn0036152	FBgn0030314	964
FBgn0052772	FBgn0001168	965
FBgn0015903	FBgn0004914	966
FBgn0259211	FBgn0261963	967
FBgn0023094	FBgn0038768	968
FBgn0004893	FBgn0031434	969
FBgn0262160	FBgn0015240	970
FBgn0011655	FBgn0027503	971
FBgn0026869	FBgn0034534	972
FBgn0015239	FBgn0033449	973
FBgn0261963	FBgn0038128	974
FBgn0015371	FBgn0030673	975
FBgn0011655	FBgn0005386	976
FBgn0036152	FBgn0033616	977
FBgn0010825	FBgn0005694	978
FBgn0014343	FBgn0002723	979
FBgn0013469	FBgn0261963	980
FBgn0020912	FBgn0025874	981
FBgn0085450	FBgn0033749	982
FBgn0011655	FBgn0038016	983
FBgn0043364	FBgn0034534	984
FBgn0267033	FBgn0001222	985
FBgn0004893	FBgn0029867	986
FBgn0260243	FBgn0024371	987
FBgn0003963	FBgn0011648	988
FBgn0040305	FBgn0013469	989
FBgn0032587	FBgn0032321	990
FBgn0260789	FBgn0039227	991
FBgn0036152	FBgn0001297	992
FBgn0002733	FBgn0264075	993
FBgn0015239	FBgn0034726	994
FBgn0015602	FBgn0053213	995
FBgn0011274	FBgn0037621	996
FBgn0015602	FBgn0029895	997
FBgn0020309	FBgn0037120	998
FBgn0027503	FBgn0037379	999
FBgn0011274	FBgn0034726	1000
FBgn0265276	FBgn0003964	1001
FBgn0259234	FBgn0004050	1002
FBgn0005612	FBgn0040305	1003
FBgn0043364	FBgn0025874	1004
FBgn0011656	FBgn0001994	1005
FBgn0004914	FBgn0001291	1006
FBgn0037207	FBgn0004362	1007
FBgn0260789	FBgn0033155	1008
FBgn0028550	FBgn0004914	1009
FBgn0036152	FBgn0250732	1010
FBgn0260243	FBgn0000307	1011
FBgn0015602	FBgn0036395	1012
FBgn0015371	FBgn0037918	1013
FBgn0002609	FBgn0038741	1014
FBgn0027339	FBgn0032587	1015
FBgn0263112	FBgn0250732	1016
FBgn0267033	FBgn0030990	1017
FBgn0030432	FBgn0003866	1018
FBgn0025525	FBgn0265276	1019
FBgn0003118	FBgn0029824	1020
FBgn0039209	FBgn0004859	1021
FBgn0036152	FBgn0034726	1022
FBgn0263490	FBgn0037920	1023
FBgn0260789	FBgn0010328	1024
FBgn0259176	FBgn0021872	1025
FBgn0013263	FBgn0003651	1026
FBgn0011656	FBgn0005427	1027
FBgn0085405	FBgn0004396	1028
FBgn0267033	FBgn0036396	1029
FBgn0025525	FBgn0034726	1030
FBgn0004198	FBgn0040929	1031
FBgn0028550	FBgn0032512	1032
FBgn0000504	FBgn0003118	1033
FBgn0011655	FBgn0030093	1034
FBgn0015025	FBgn0037922	1035
FBgn0005642	FBgn0027951	1036
FBgn0285879	FBgn0015664	1037
FBgn0086655	FBgn0036395	1038
FBgn0001180	FBgn0262582	1039
FBgn0029824	FBgn0000611	1040
FBgn0028550	FBgn0001168	1041
FBgn0036152	FBgn0028550	1042
FBgn0003651	FBgn0003053	1043
FBgn0027339	FBgn0250732	1044
FBgn0001180	FBgn0004656	1045
FBgn0011655	FBgn0011656	1046
FBgn0004859	FBgn0032816	1047
FBgn0027503	FBgn0030486	1048
FBgn0004198	FBgn0036249	1049
FBgn0002914	FBgn0024371	1050
FBgn0033569	FBgn0033459	1051
FBgn0284249	FBgn0025525	1052
FBgn0260632	FBgn0085450	1053
FBgn0005659	FBgn0036248	1054
FBgn0033010	FBgn0034961	1055
FBgn0022935	FBgn0035518	1056
FBgn0260243	FBgn0010328	1057
FBgn0025525	FBgn0030673	1058
FBgn0020309	FBgn0037031	1059
FBgn0003345	FBgn0035721	1060
FBgn0260789	FBgn0004656	1061
FBgn0024321	FBgn0086680	1062
FBgn0004914	FBgn0262975	1063
FBgn0011648	FBgn0000546	1064
FBgn0013469	FBgn0285879	1065
FBgn0023094	FBgn0260243	1066
FBgn0039209	FBgn0014931	1067
FBgn0027339	FBgn0035824	1068
FBgn0013263	FBgn0267978	1069
FBgn0023215	FBgn0265784	1070
FBgn0265276	FBgn0011274	1071
FBgn0020912	FBgn0052296	1072
FBgn0025525	FBgn0033010	1073
FBgn0023094	FBgn0032979	1074
FBgn0259176	FBgn0015664	1075
FBgn0260789	FBgn0261885	1076
FBgn0034570	FBgn0266411	1077
FBgn0260632	FBgn0025800	1078
FBgn0013263	FBgn0259211	1079
FBgn0285879	FBgn0035036	1080
FBgn0020309	FBgn0025874	1081
FBgn0035849	FBgn0034062	1082
FBgn0003866	FBgn0029711	1083
FBgn0001180	FBgn0265523	1084
FBgn0002609	FBgn0051441	1085
FBgn0015903	FBgn0034114	1086
FBgn0036126	FBgn0038551	1087
FBgn0285879	FBgn0034878	1088
FBgn0005659	FBgn0014018	1089
FBgn0262636	FBgn0029867	1090
FBgn0013263	FBgn0003396	1091
FBgn0001180	FBgn0052296	1092
FBgn0026869	FBgn0033491	1093
FBgn0001180	FBgn0034240	1094
FBgn0259234	FBgn0050020	1095
FBgn0001180	FBgn0010825	1096
FBgn0259176	FBgn0035518	1097
FBgn0025525	FBgn0038316	1098
FBgn0033010	FBgn0014018	1099
FBgn0259176	FBgn0026582	1100
FBgn0004198	FBgn0031597	1101
FBgn0260789	FBgn0005386	1102
FBgn0015025	FBgn0010300	1103
FBgn0015239	FBgn0267792	1104
FBgn0015239	FBgn0010300	1105
FBgn0011236	FBgn0037619	1106
FBgn0261239	FBgn0011655	1107
FBgn0267033	FBgn0003118	1108
FBgn0002914	FBgn0033569	1109
FBgn0267033	FBgn0030316	1110
FBgn0025525	FBgn0003507	1111
FBgn0259789	FBgn0032321	1112
FBgn0002914	FBgn0011655	1113
FBgn0011648	FBgn0023215	1114
FBgn0025525	FBgn0038767	1115
FBgn0085450	FBgn0000504	1116
FBgn0260789	FBgn0265523	1117
FBgn0033010	FBgn0042696	1118
FBgn0259176	FBgn0000459	1119
FBgn0000964	FBgn0040466	1120
FBgn0261239	FBgn0004914	1121
FBgn0261963	FBgn0036661	1122
FBgn0020309	FBgn0034726	1123
FBgn0015602	FBgn0031232	1124
FBgn0029504	FBgn0031434	1125
FBgn0025874	FBgn0029905	1126
FBgn0085450	FBgn0000459	1127
FBgn0261239	FBgn0001297	1128
FBgn0011236	FBgn0038472	1129
FBgn0024244	FBgn0085424	1130
FBgn0259176	FBgn0284249	1131
FBgn0015371	FBgn0030003	1132
FBgn0010825	FBgn0266411	1133
FBgn0260789	FBgn0026427	1134
FBgn0013263	FBgn0016917	1135
FBgn0052772	FBgn0041092	1136
FBgn0015025	FBgn0030012	1137
FBgn0028550	FBgn0039044	1138
FBgn0004914	FBgn0004396	1139
FBgn0001180	FBgn0283521	1140
FBgn0023094	FBgn0043001	1141
FBgn0267033	FBgn0037120	1142
FBgn0284249	FBgn0004606	1143
FBgn0001297	FBgn0001291	1144
FBgn0003651	FBgn0019650	1145
FBgn0004198	FBgn0005659	1146
FBgn0260243	FBgn0035997	1147
FBgn0003963	FBgn0037921	1148
FBgn0285879	FBgn0030505	1149
FBgn0023215	FBgn0028926	1150
FBgn0285879	FBgn0020912	1151
FBgn0001180	FBgn0030680	1152
FBgn0032814	FBgn0263667	1153
FBgn0036152	FBgn0033934	1154
FBgn0004859	FBgn0030963	1155
FBgn0025525	FBgn0030206	1156
FBgn0052772	FBgn0030206	1157
FBgn0038805	FBgn0039227	1158
FBgn0029504	FBgn0005612	1159
FBgn0013263	FBgn0259234	1160
FBgn0015371	FBgn0035238	1161
FBgn0003053	FBgn0010228	1162
FBgn0026160	FBgn0037620	1163
FBgn0028996	FBgn0052264	1164
FBgn0003460	FBgn0051365	1165
FBgn0013469	FBgn0034946	1166
FBgn0259176	FBgn0033185	1167
FBgn0259789	FBgn0037617	1168
FBgn0026160	FBgn0034945	1169
FBgn0011655	FBgn0029905	1170
FBgn0015371	FBgn0034945	1171
FBgn0262636	FBgn0019650	1172
FBgn0005659	FBgn0037619	1173
FBgn0267033	FBgn0034946	1174
FBgn0267033	FBgn0015239	1175
FBgn0020309	FBgn0031434	1176
FBgn0001180	FBgn0052767	1177
FBgn0013263	FBgn0039350	1178
FBgn0004198	FBgn0030010	1179
FBgn0013263	FBgn0000504	1180
FBgn0019650	FBgn0032587	1181
FBgn0004893	FBgn0029711	1182
FBgn0003396	FBgn0003963	1183
FBgn0002733	FBgn0041111	1184
FBgn0086655	FBgn0026582	1185
FBgn0260789	FBgn0000541	1186
FBgn0013263	FBgn0011274	1187
FBgn0004893	FBgn0030963	1188
FBgn0039712	FBgn0039350	1189
FBgn0036152	FBgn0037921	1190
FBgn0030486	FBgn0037379	1191
FBgn0042696	FBgn0029824	1192
FBgn0015602	FBgn0038767	1193
FBgn0013263	FBgn0033749	1194
FBgn0085405	FBgn0022935	1195
FBgn0036396	FBgn0014931	1196
FBgn0041092	FBgn0043457	1197
FBgn0003866	FBgn0028895	1198
FBgn0029824	FBgn0035702	1199
FBgn0030486	FBgn0028387	1200
FBgn0000659	FBgn0037921	1201
FBgn0003651	FBgn0037031	1202
FBgn0042696	FBgn0037923	1203
FBgn0013469	FBgn0262937	1204
FBgn0005642	FBgn0033155	1205
FBgn0026869	FBgn0261239	1206
FBgn0004198	FBgn0034726	1207
FBgn0040305	FBgn0041111	1208
FBgn0013469	FBgn0029824	1209
FBgn0085450	FBgn0035690	1210
FBgn0027339	FBgn0003567	1211
FBgn0011655	FBgn0037446	1212
FBgn0002914	FBgn0035721	1213
FBgn0259789	FBgn0039712	1214
FBgn0036396	FBgn0030659	1215
FBgn0263112	FBgn0039733	1216
FBgn0000964	FBgn0037619	1217
FBgn0052772	FBgn0037617	1218
FBgn0013263	FBgn0085450	1219
FBgn0259176	FBgn0038472	1220
FBgn0028647	FBgn0037379	1221
FBgn0001180	FBgn0027951	1222
FBgn0000659	FBgn0035407	1223
FBgn0013263	FBgn0000097	1224
FBgn0041092	FBgn0041111	1225
FBgn0052296	FBgn0033010	1226
FBgn0259176	FBgn0262937	1227
FBgn0003963	FBgn0003459	1228
FBgn0267033	FBgn0037722	1229
FBgn0015602	FBgn0030010	1230
FBgn0028550	FBgn0034425	1231
FBgn0267792	FBgn0043001	1232
FBgn0002914	FBgn0003964	1233
FBgn0278608	FBgn0013469	1234
FBgn0024321	FBgn0259211	1235
FBgn0015602	FBgn0042085	1236
FBgn0016076	FBgn0037120	1237
FBgn0037923	FBgn0042205	1238
FBgn0036522	FBgn0000412	1239
FBgn0278608	FBgn0034643	1240
FBgn0002609	FBgn0034878	1241
FBgn0016076	FBgn0265574	1242
FBgn0015903	FBgn0000567	1243
FBgn0029504	FBgn0039209	1244
FBgn0015602	FBgn0024371	1245
FBgn0029824	FBgn0003118	1246
FBgn0013263	FBgn0035414	1247
FBgn0011655	FBgn0278608	1248
FBgn0011655	FBgn0001168	1249
FBgn0003651	FBgn0002723	1250
FBgn0260789	FBgn0035997	1251
FBgn0004893	FBgn0015239	1252
FBgn0003963	FBgn0032858	1253
FBgn0003118	FBgn0085451	1254
FBgn0023094	FBgn0029936	1255
FBgn0003963	FBgn0011655	1256
FBgn0011236	FBgn0042696	1257
FBgn0036396	FBgn0037051	1258
FBgn0001180	FBgn0086655	1259
FBgn0027339	FBgn0039602	1260
FBgn0267792	FBgn0010228	1261
FBgn0011274	FBgn0003651	1262
FBgn0003866	FBgn0004606	1263
FBgn0011655	FBgn0038418	1264
FBgn0034114	FBgn0028647	1265
FBgn0260789	FBgn0051224	1266
FBgn0013263	FBgn0030505	1267
FBgn0261239	FBgn0000611	1268
FBgn0285879	FBgn0016076	1269
FBgn0004198	FBgn0029936	1270
FBgn0013263	FBgn0037555	1271
FBgn0004914	FBgn0037717	1272
FBgn0013263	FBgn0000412	1273
FBgn0015602	FBgn0038551	1274
FBgn0000504	FBgn0005612	1275
FBgn0033010	FBgn0035702	1276
FBgn0010768	FBgn0037717	1277
FBgn0038805	FBgn0038787	1278
FBgn0261239	FBgn0028926	1279
FBgn0011655	FBgn0260789	1280
FBgn0002609	FBgn0285879	1281
FBgn0004893	FBgn0039860	1282
FBgn0036294	FBgn0030010	1283
FBgn0003460	FBgn0025185	1284
FBgn0259176	FBgn0038549	1285
FBgn0003118	FBgn0035993	1286
FBgn0260243	FBgn0051224	1287
FBgn0004893	FBgn0010228	1288
FBgn0034379	FBgn0000520	1289
FBgn0029824	FBgn0013263	1290
FBgn0262160	FBgn0037922	1291
FBgn0001180	FBgn0010328	1292
FBgn0267033	FBgn0035407	1293
FBgn0002733	FBgn0022699	1294
FBgn0028550	FBgn0037931	1295
FBgn0039329	FBgn0037621	1296
FBgn0267033	FBgn0004396	1297
FBgn0034114	FBgn0039227	1298
FBgn0003612	FBgn0003598	1299
FBgn0001180	FBgn0034570	1300
FBgn0011274	FBgn0039860	1301
FBgn0042696	FBgn0052264	1302
FBgn0030012	FBgn0030990	1303
FBgn0033010	FBgn0004362	1304
FBgn0020912	FBgn0013753	1305
FBgn0260632	FBgn0039209	1306
FBgn0020912	FBgn0034379	1307
FBgn0014343	FBgn0022699	1308
FBgn0004198	FBgn0267978	1309
FBgn0267033	FBgn0039350	1310
FBgn0027503	FBgn0035213	1311
FBgn0036152	FBgn0030093	1312
FBgn0023094	FBgn0004396	1313
FBgn0261963	FBgn0039740	1314
FBgn0266916	FBgn0015396	1315
FBgn0003963	FBgn0039355	1316
FBgn0003345	FBgn0016076	1317
FBgn0003028	FBgn0039350	1318
FBgn0086655	FBgn0035690	1319
FBgn0026869	FBgn0037317	1320
FBgn0036294	FBgn0036395	1321
FBgn0015602	FBgn0263490	1322
FBgn0011274	FBgn0037446	1323
FBgn0011274	FBgn0285879	1324
FBgn0000659	FBgn0039355	1325
FBgn0036152	FBgn0030432	1326
FBgn0038805	FBgn0085405	1327
FBgn0028550	FBgn0004396	1328
FBgn0263112	FBgn0032730	1329
FBgn0261963	FBgn0043364	1330
FBgn0014343	FBgn0035721	1331
FBgn0003866	FBgn0039712	1332
FBgn0025525	FBgn0039740	1333
FBgn0004914	FBgn0004510	1334
FBgn0016076	FBgn0037031	1335
FBgn0265784	FBgn0035769	1336
FBgn0030432	FBgn0035824	1337
FBgn0020912	FBgn0033616	1338
FBgn0010825	FBgn0263102	1339
FBgn0005642	FBgn0010278	1340
FBgn0263490	FBgn0264075	1341
FBgn0284249	FBgn0011656	1342
FBgn0010228	FBgn0029672	1343
FBgn0038805	FBgn0011763	1344
FBgn0037717	FBgn0001185	1345
FBgn0025525	FBgn0038805	1346
FBgn0020309	FBgn0029672	1347
FBgn0043364	FBgn0037619	1348
FBgn0025525	FBgn0022935	1349
FBgn0267792	FBgn0000659	1350
FBgn0028550	FBgn0015240	1351
FBgn0020912	FBgn0029867	1352
FBgn0001180	FBgn0004362	1353
FBgn0034379	FBgn0025185	1354
FBgn0262636	FBgn0037120	1355
FBgn0260243	FBgn0030680	1356
FBgn0260243	FBgn0005386	1357
FBgn0003118	FBgn0038472	1358
FBgn0016076	FBgn0034379	1359
FBgn0033449	FBgn0051388	1360
FBgn0019650	FBgn0025525	1361
FBgn0015903	FBgn0030316	1362
FBgn0020309	FBgn0005612	1363
FBgn0015602	FBgn0034599	1364
FBgn0015602	FBgn0038472	1365
FBgn0011656	FBgn0003870	1366
FBgn0002609	FBgn0039044	1367
FBgn0267033	FBgn0038549	1368
FBgn0260789	FBgn0037445	1369
FBgn0003866	FBgn0004893	1370
FBgn0015602	FBgn0032202	1371
FBgn0000504	FBgn0004510	1372
FBgn0039209	FBgn0014018	1373
FBgn0010825	FBgn0259234	1374
FBgn0015903	FBgn0033616	1375
FBgn0000307	FBgn0005642	1376
FBgn0026160	FBgn0037120	1377
FBgn0002733	FBgn0003512	1378
FBgn0002781	FBgn0051224	1379
FBgn0013263	FBgn0011656	1380
FBgn0010825	FBgn0026575	1381
FBgn0030432	FBgn0039509	1382
FBgn0266916	FBgn0033491	1383
FBgn0038805	FBgn0003612	1384
FBgn0261963	FBgn0016076	1385
FBgn0285879	FBgn0034945	1386
FBgn0267033	FBgn0030673	1387
FBgn0260789	FBgn0038787	1388
FBgn0015602	FBgn0021872	1389
FBgn0015602	FBgn0033185	1390
FBgn0002733	FBgn0030010	1391
FBgn0002914	FBgn0038128	1392
FBgn0001180	FBgn0263108	1393
FBgn0037717	FBgn0033934	1394
FBgn0010768	FBgn0041111	1395
FBgn0020309	FBgn0050443	1396
FBgn0015239	FBgn0034650	1397
FBgn0015602	FBgn0002521	1398
FBgn0011656	FBgn0034570	1399
FBgn0085450	FBgn0050443	1400
FBgn0002914	FBgn0027951	1401
FBgn0000541	FBgn0027951	1402
FBgn0033010	FBgn0027514	1403
FBgn0040929	FBgn0037634	1404
FBgn0011656	FBgn0030505	1405
FBgn0030432	FBgn0011274	1406
FBgn0002914	FBgn0000370	1407
FBgn0002781	FBgn0261885	1408
FBgn0259789	FBgn0000307	1409
FBgn0259176	FBgn0032979	1410
FBgn0042696	FBgn0015664	1411
FBgn0041092	FBgn0030505	1412
FBgn0030505	FBgn0266411	1413
FBgn0036249	FBgn0004362	1414
FBgn0002781	FBgn0034570	1415
FBgn0267792	FBgn0032730	1416
FBgn0028647	FBgn0036124	1417
FBgn0020912	FBgn0038767	1418
FBgn0261963	FBgn0035849	1419
FBgn0261963	FBgn0035993	1420
FBgn0024244	FBgn0037794	1421
FBgn0259176	FBgn0025800	1422
FBgn0259176	FBgn0030990	1423
FBgn0030486	FBgn0263102	1424
FBgn0003612	FBgn0034650	1425
FBgn0002781	FBgn0005386	1426
FBgn0004893	FBgn0038472	1427
FBgn0003028	FBgn0035993	1428
FBgn0024244	FBgn0030673	1429
FBgn0261963	FBgn0036294	1430
FBgn0259234	FBgn0034946	1431
FBgn0278608	FBgn0003459	1432
FBgn0036152	FBgn0040366	1433
FBgn0036396	FBgn0035213	1434
FBgn0016076	FBgn0002723	1435
FBgn0260789	FBgn0031759	1436
FBgn0000504	FBgn0024244	1437
FBgn0004914	FBgn0004362	1438
FBgn0086680	FBgn0004396	1439
FBgn0261239	FBgn0003512	1440
FBgn0267033	FBgn0002733	1441
FBgn0001978	FBgn0004795	1442
FBgn0025874	FBgn0000307	1443
FBgn0015602	FBgn0001133	1444
FBgn0013263	FBgn0004050	1445
FBgn0260789	FBgn0003459	1446
FBgn0085450	FBgn0034217	1447
FBgn0002781	FBgn0265523	1448
FBgn0000286	FBgn0037445	1449
FBgn0002914	FBgn0041092	1450
FBgn0017578	FBgn0032202	1451
FBgn0015602	FBgn0015371	1452
FBgn0032730	FBgn0050020	1453
FBgn0037717	FBgn0038549	1454
FBgn0278608	FBgn0051224	1455
FBgn0262937	FBgn0039209	1456
FBgn0000964	FBgn0037922	1457
FBgn0000659	FBgn0033749	1458
FBgn0002609	FBgn0267792	1459
FBgn0000307	FBgn0035414	1460
FBgn0263112	FBgn0267821	1461
FBgn0002914	FBgn0030314	1462
FBgn0039209	FBgn0034599	1463
FBgn0011656	FBgn0004656	1464
FBgn0085450	FBgn0038316	1465
FBgn0085450	FBgn0041092	1466
FBgn0000504	FBgn0028996	1467
FBgn0020309	FBgn0038472	1468
FBgn0020309	FBgn0036248	1469
FBgn0019650	FBgn0037621	1470
FBgn0030432	FBgn0037031	1471
FBgn0040366	FBgn0030787	1472
FBgn0030486	FBgn0036124	1473
FBgn0259176	FBgn0260741	1474
FBgn0002914	FBgn0001990	1475
FBgn0003396	FBgn0003507	1476
FBgn0032814	FBgn0033183	1477
FBgn0011655	FBgn0000412	1478
FBgn0260632	FBgn0020309	1479
FBgn0016076	FBgn0030787	1480
FBgn0086655	FBgn0259938	1481
FBgn0259176	FBgn0002723	1482
FBgn0015903	FBgn0262160	1483
FBgn0013263	FBgn0034878	1484
FBgn0002914	FBgn0031232	1485
FBgn0259789	FBgn0038741	1486
FBgn0043364	FBgn0029867	1487
FBgn0085450	FBgn0037876	1488
FBgn0000541	FBgn0001994	1489
FBgn0039209	FBgn0052772	1490
FBgn0039740	FBgn0033581	1491
FBgn0002914	FBgn0052767	1492
FBgn0042696	FBgn0001291	1493
FBgn0040366	FBgn0260243	1494
FBgn0040305	FBgn0035824	1495
FBgn0267792	FBgn0001978	1496
FBgn0042696	FBgn0031232	1497
FBgn0026869	FBgn0051441	1498
FBgn0001180	FBgn0037379	1499
FBgn0029504	FBgn0035769	1500
FBgn0001180	FBgn0036134	1501
FBgn0267792	FBgn0032587	1502
FBgn0005642	FBgn0283521	1503
FBgn0029504	FBgn0032321	1504
FBgn0259789	FBgn0039602	1505
FBgn0013263	FBgn0029895	1506
FBgn0000504	FBgn0040918	1507
FBgn0260789	FBgn0033998	1508
FBgn0025525	FBgn0015025	1509
FBgn0015025	FBgn0037921	1510
FBgn0002609	FBgn0026582	1511
FBgn0016076	FBgn0029936	1512
FBgn0000659	FBgn0004396	1513
FBgn0002914	FBgn0029957	1514
FBgn0033569	FBgn0038787	1515
FBgn0260243	FBgn0003598	1516
FBgn0013263	FBgn0003345	1517
FBgn0002914	FBgn0033934	1518
FBgn0029824	FBgn0032814	1519
FBgn0005659	FBgn0002723	1520
FBgn0284249	FBgn0011274	1521
FBgn0000307	FBgn0002781	1522
